index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor,Size
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Diesel,tonne.km,kg CO2e of N2O per unit,0.00919,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Diesel,miles,kg CO2e of N2O per unit,0.00267,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Diesel,tonne.km,kg CO2e of N2O per unit,0.00568,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Diesel,miles,kg CO2e of N2O per unit,0.00267,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Diesel,tonne.km,kg CO2e of N2O per unit,0.0037,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Diesel,miles,kg CO2e of N2O per unit,0.00267,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Diesel,tonne.km,kg CO2e of N2O per unit,0.00414,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Diesel,km,kg CO2e of N2O per unit,0.00165,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Diesel,miles,kg CO2e of N2O per unit,0.00267,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,tonne.km,kg CO2e,1.42906,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e,0.20188,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,miles,kg CO2e,0.3249,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,tonne.km,kg CO2e,0.81534,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e,0.20874,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,miles,kg CO2e,0.33594,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,tonne.km,kg CO2e,0.83593,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e,0.33845,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,miles,kg CO2e,0.54468,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,tonne.km,kg CO2e,0.85537,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e,0.21335,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,miles,kg CO2e,0.34336,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,tonne.km,kg CO2e of CO2 per unit,1.42528,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.20118,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,miles,kg CO2e of CO2 per unit,0.32377,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,tonne.km,kg CO2e of CO2 per unit,0.81277,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.20804,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,miles,kg CO2e of CO2 per unit,0.33481,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,tonne.km,kg CO2e of CO2 per unit,0.83418,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.33775,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,miles,kg CO2e of CO2 per unit,0.54355,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,tonne.km,kg CO2e of CO2 per unit,0.85297,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e of CO2 per unit,0.21265,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,miles,kg CO2e of CO2 per unit,0.34223,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,tonne.km,kg CO2e of CH4 per unit,0.00143,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,miles,kg CO2e of CH4 per unit,0.00043,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,tonne.km,kg CO2e of CH4 per unit,0.00097,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,miles,kg CO2e of CH4 per unit,0.00043,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,tonne.km,kg CO2e of CH4 per unit,0.00066,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,miles,kg CO2e of CH4 per unit,0.00043,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,tonne.km,kg CO2e of CH4 per unit,0.00091,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e of CH4 per unit,0.00027,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,miles,kg CO2e of CH4 per unit,0.00043,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,tonne.km,kg CO2e of N2O per unit,0.00235,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Petrol,miles,kg CO2e of N2O per unit,0.0007,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,tonne.km,kg CO2e of N2O per unit,0.00159,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Petrol,miles,kg CO2e of N2O per unit,0.0007,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,tonne.km,kg CO2e of N2O per unit,0.00108,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Petrol,miles,kg CO2e of N2O per unit,0.0007,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,tonne.km,kg CO2e of N2O per unit,0.00149,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,km,kg CO2e of N2O per unit,0.00044,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Petrol,miles,kg CO2e of N2O per unit,0.0007,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,tonne.km,kg CO2e,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,miles,kg CO2e,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,tonne.km,kg CO2e,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,miles,kg CO2e,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,tonne.km,kg CO2e,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,miles,kg CO2e,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,tonne.km,kg CO2e,0.62419,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e,0.25113,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,miles,kg CO2e,0.40415,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,tonne.km,kg CO2e of CO2 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e of CO2 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,miles,kg CO2e of CO2 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,tonne.km,kg CO2e of CO2 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e of CO2 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,miles,kg CO2e of CO2 per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,tonne.km,kg CO2e of CO2 per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e of CO2 per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,miles,kg CO2e of CO2 per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,tonne.km,kg CO2e of CO2 per unit,0.61964,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e of CO2 per unit,0.24931,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,miles,kg CO2e of CO2 per unit,0.40123,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,tonne.km,kg CO2e of CH4 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e of CH4 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,miles,kg CO2e of CH4 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,tonne.km,kg CO2e of CH4 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e of CH4 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,miles,kg CO2e of CH4 per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,tonne.km,kg CO2e of CH4 per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e of CH4 per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,miles,kg CO2e of CH4 per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,tonne.km,kg CO2e of CH4 per unit,0.0033,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e of CH4 per unit,0.00132,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,miles,kg CO2e of CH4 per unit,0.00212,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,tonne.km,kg CO2e of N2O per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,km,kg CO2e of N2O per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),CNG,miles,kg CO2e of N2O per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,tonne.km,kg CO2e of N2O per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,km,kg CO2e of N2O per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),CNG,miles,kg CO2e of N2O per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,tonne.km,kg CO2e of N2O per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,km,kg CO2e of N2O per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),CNG,miles,kg CO2e of N2O per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,tonne.km,kg CO2e of N2O per unit,0.00124,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,km,kg CO2e of N2O per unit,0.0005,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),CNG,miles,kg CO2e of N2O per unit,0.0008,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,tonne.km,kg CO2e,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,miles,kg CO2e,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,tonne.km,kg CO2e,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,miles,kg CO2e,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,tonne.km,kg CO2e,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,miles,kg CO2e,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,tonne.km,kg CO2e,0.68621,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e,0.2761,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,miles,kg CO2e,0.44433,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,tonne.km,kg CO2e of CO2 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e of CO2 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,miles,kg CO2e of CO2 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,tonne.km,kg CO2e of CO2 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e of CO2 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,miles,kg CO2e of CO2 per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,tonne.km,kg CO2e of CO2 per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e of CO2 per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,miles,kg CO2e of CO2 per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,tonne.km,kg CO2e of CO2 per unit,0.68486,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e of CO2 per unit,0.27556,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,miles,kg CO2e of CO2 per unit,0.44346,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,tonne.km,kg CO2e of CH4 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e of CH4 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,miles,kg CO2e of CH4 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,tonne.km,kg CO2e of CH4 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e of CH4 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,miles,kg CO2e of CH4 per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,tonne.km,kg CO2e of CH4 per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e of CH4 per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,miles,kg CO2e of CH4 per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,tonne.km,kg CO2e of CH4 per unit,0.0001,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e of CH4 per unit,4e-05,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,miles,kg CO2e of CH4 per unit,7e-05,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,tonne.km,kg CO2e of N2O per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,km,kg CO2e of N2O per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),LPG,miles,kg CO2e of N2O per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,tonne.km,kg CO2e of N2O per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,km,kg CO2e of N2O per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),LPG,miles,kg CO2e of N2O per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,tonne.km,kg CO2e of N2O per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,km,kg CO2e of N2O per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),LPG,miles,kg CO2e of N2O per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,tonne.km,kg CO2e of N2O per unit,0.00124,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,km,kg CO2e of N2O per unit,0.0005,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),LPG,miles,kg CO2e of N2O per unit,0.0008,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,tonne.km,kg CO2e,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,miles,kg CO2e,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,tonne.km,kg CO2e,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,miles,kg CO2e,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,tonne.km,kg CO2e,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,miles,kg CO2e,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,tonne.km,kg CO2e,0.63823,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e,0.2543,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,miles,kg CO2e,0.40926,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,tonne.km,kg CO2e of CO2 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e of CO2 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,miles,kg CO2e of CO2 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,tonne.km,kg CO2e of CO2 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e of CO2 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,miles,kg CO2e of CO2 per unit,,
31716,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,tonne.km,kg CO2e of CO2 per unit,,
31717,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,km,kg CO2e of CO2 per unit,,
31718,Scope 3,Freighting goods,Vans,Class III (1.74 to 3.5 tonnes),Unknown,miles,kg CO2e of CO2 per unit,,
31719,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,tonne.km,kg CO2e of CO2 per unit,0.63415,
317110,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,km,kg CO2e of CO2 per unit,0.25267,
317111,Scope 3,Freighting goods,Vans,Average (up to 3.5 tonnes),Unknown,miles,kg CO2e of CO2 per unit,0.40664,
31710,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,tonne.km,kg CO2e of CH4 per unit,,
31711,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,km,kg CO2e of CH4 per unit,,
31712,Scope 3,Freighting goods,Vans,Class I (up to 1.305 tonnes),Unknown,miles,kg CO2e of CH4 per unit,,
31713,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,tonne.km,kg CO2e of CH4 per unit,,
31714,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,km,kg CO2e of CH4 per unit,,
31715,Scope 3,Freighting goods,Vans,Class II (1.305 to 1.74 tonnes),Unknown,miles,kg CO2e of CH4 per unit,,
